0,0,-1.500000e-01,0,1.678200e+01
-4.092600e-02,1.621800e-02,-1.502300e-01,0,1.618500e+01
-7.202900e-02,6.797900e-02,-1.509800e-01,0,1.531700e+01
-1.227800e-02,1.324000e-01,-1.519100e-01,0,1.447900e+01
-4.911100e-03,1.318400e-01,-1.519100e-01,0,1.362800e+01
1.336900e-02,1.744100e-01,-1.525200e-01,0,1.301500e+01
2.523800e-01,1.316400e-01,-1.519000e-01,0,1.346600e+01
5.604100e-01,7.144000e-01,-1.603200e-01,0,1.486600e+01
5.672300e-01,7.482000e-01,-1.608100e-01,0,1.547300e+01
5.882400e-01,7.732300e-01,-1.611700e-01,0,1.520300e+01
6.329800e-01,7.903100e-01,-1.614200e-01,0,1.395000e+01
5.402200e-01,8.286100e-01,-1.619800e-01,0,1.306600e+01
5.751400e-01,8.397900e-01,-1.621400e-01,0,1.244000e+01
-7.606700e-01,7.467800e-01,-1.607900e-01,0,1.188100e+01
-1.012200e+00,5.731100e-01,-1.582800e-01,0,1.275800e+01
-9.527500e-01,4.926000e-01,-1.571200e-01,0,1.305600e+01
-9.590300e-01,2.865600e-01,-1.541400e-01,0,1.222400e+01
-1.005700e+00,7.712900e-01,-1.611500e-01,0,1.245100e+01
-1.032100e+00,7.661300e-01,-1.610700e-01,0,1.182700e+01
-1.091400e+00,7.829700e-01,-1.613200e-01,0,1.027300e+01
0,0,-1.500000e-01,3.204100e-02,1.576600e+01
-7.202900e-02,7.028000e-02,-1.510200e-01,3.204100e-02,1.430700e+01
-1.227800e-02,1.331500e-01,-1.519200e-01,3.204100e-02,1.345000e+01
-3.274100e-03,1.336700e-01,-1.519300e-01,3.204100e-02,1.265000e+01
1.145900e-02,1.708100e-01,-1.524700e-01,3.204100e-02,1.202500e+01
2.523800e-01,1.684700e-01,-1.524300e-01,3.204100e-02,1.245200e+01
5.533200e-01,7.199200e-01,-1.604000e-01,3.204100e-02,1.386500e+01
5.672300e-01,7.486700e-01,-1.608200e-01,3.204100e-02,1.447500e+01
5.882400e-01,7.728100e-01,-1.611700e-01,3.204100e-02,1.415800e+01
