0,0,-1.500000e-01,0,1,65,1.677800e+01,5.000000e-02,2167,-3.612800e+03,0
-4.092600e-02,2.118000e-02,-1.500200e-01,0,4,65,1.618800e+01,5.000000e-02,3322,-5.361500e+03,0
-7.312100e-02,6.468700e-02,-1.500700e-01,0,5,65,1.531900e+01,5.000000e-02,23970,-43648,0
-1.091400e-02,1.339700e-01,-1.501400e-01,0,6,65,1.451900e+01,5.000000e-02,-1.217200e+03,5.207800e+03,0
-4.911100e-03,1.345900e-01,-1.501400e-01,0,7,65,1.360000e+01,5.000000e-02,-1.141700e+03,5.174600e+03,0
9.549300e-03,1.743500e-01,-1.501800e-01,0,8,65,1.305500e+01,5.000000e-02,-3.311000e+02,3289,0
5.456800e-01,6.679100e-01,-1.507000e-01,0,26,65,1.419400e+01,5.000000e-02,1.105600e+03,8.723100e+02,0
5.533200e-01,7.184900e-01,-1.507500e-01,0,27,65,1.586300e+01,5.000000e-02,1.080200e+03,8.313400e+02,0
5.598600e-01,7.407900e-01,-1.507800e-01,0,28,65,1.655000e+01,5.000000e-02,1.073500e+03,8.153700e+02,0
5.729600e-01,7.518500e-01,-1.507900e-01,0,29,65,1.631900e+01,5.000000e-02,1.079900e+03,8.080800e+02,0
5.934200e-01,7.549200e-01,-1.507900e-01,0,30,65,1.506100e+01,5.000000e-02,1.098200e+03,8.064800e+02,0
5.893300e-01,8.156900e-01,-1.508500e-01,0,31,65,1.250400e+01,5.000000e-02,1.060400e+03,7.690400e+02,0
-7.328400e-01,5.666700e-01,-1.505900e-01,0,35,65,1.203100e+01,5.000000e-02,-4.153600e+02,9.287100e+02,0
-1.040900e+00,4.865000e-01,-1.505100e-01,0,36,65,1.287800e+01,5.000000e-02,-1.025200e+03,1.016800e+03,0
-9.429300e-01,4.369000e-01,-1.504600e-01,0,37,65,1.334000e+01,5.000000e-02,-1098,1.104600e+03,0
-9.590300e-01,2.148800e-01,-1.502300e-01,0,38,65,1.271200e+01,5.000000e-02,-3.448700e+03,2054,0
-1.005700e+00,7.954500e-01,-1.508300e-01,0,39,65,1.216400e+01,5.000000e-02,-2.952800e+02,7.501600e+02,0
-1.021500e+00,8.378200e-01,-1.508800e-01,0,40,65,1.166600e+01,5.000000e-02,-2.547300e+02,7.293100e+02,0
-1.036800e+00,9.014900e-01,-1.509400e-01,0,41,65,1.005700e+01,5.000000e-02,-1.954000e+02,7.019900e+02,0
0,0,-1.500000e-01,3.204100e-02,1,66,1.576100e+01,5.000000e-02,2167,-3.612800e+03,0
-4.092600e-02,2.281500e-02,-1.500200e-01,3.204100e-02,4,66,1.517300e+01,5.000000e-02,3.408600e+03,-5550,0
-7.312100e-02,6.593700e-02,-1.500700e-01,3.204100e-02,5,66,1.429300e+01,5.000000e-02,29342,-53805,0
-1.091400e-02,1.356800e-01,-1.501400e-01,3.204100e-02,6,66,1.350000e+01,5.000000e-02,-1.164900e+03,5.075100e+03,0
-4.911100e-03,1.383800e-01,-1.501400e-01,3.204100e-02,7,66,1.259700e+01,5.000000e-02,-1.034200e+03,4.892900e+03,0
9.549300e-03,1.785000e-01,-1.501900e-01,3.204100e-02,8,66,1.208100e+01,5.000000e-02,-2.904000e+02,3.172800e+03,0
5.388600e-01,6.775200e-01,-1.507100e-01,3.204100e-02,26,66,1.313700e+01,5.000000e-02,1.091300e+03,8.637400e+02,0
5.462200e-01,7.218900e-01,-1.507600e-01,3.204100e-02,27,66,1.473500e+01,5.000000e-02,1.070900e+03,8.286300e+02,0
5.525000e-01,7.413000e-01,-1.507800e-01,3.204100e-02,28,66,1.537600e+01,5.000000e-02,1.065800e+03,8.148400e+02,0
5.729600e-01,7.511900e-01,-1.507900e-01,3.204100e-02,29,66,1.511200e+01,5.000000e-02,1.080300e+03,8.085200e+02,0
5.855100e-01,7.750000e-01,-1.508100e-01,3.204100e-02,30,66,1.391500e+01,5.000000e-02,1.078700e+03,7.932300e+02,0
6.302600e-01,8.250100e-01,-1.508600e-01,3.204100e-02,31,66,1.147200e+01,5.000000e-02,1092,7.646300e+02,0
-7.792300e-01,6.264500e-01,-1.506600e-01,3.204100e-02,35,66,1.142000e+01,5.000000e-02,-3.487200e+02,8.686600e+02,0
-1.117300e+00,4.310500e-01,-1.504500e-01,3.204100e-02,36,66,1.196300e+01,5.000000e-02,-1.378400e+03,1.104400e+03,0
-1.149200e+00,4.240800e-01,-1.504400e-01,3.204100e-02,37,66,1.191600e+01,5.000000e-02,-1.461900e+03,1.115600e+03,0
-9.642100e-01,8.315900e-01,-1.508700e-01,3.204100e-02,39,66,1.136100e+01,5.000000e-02,-2.185000e+02,7.331300e+02,0
-1.000200e+00,8.584800e-01,-1.509000e-01,3.204100e-02,40,66,1.077900e+01,5.000000e-02,-2.151000e+02,7.203700e+02,0
0,0,-1.500000e-01,6.408200e-02,1,67,9.886300e+00,5.000000e-02,2167,-3.612800e+03,0
4.387200e-01,4.732900e-01,-1.505000e-01,6.408200e-02,25,67,9.660800e+00,5.000000e-02,1134,1.125300e+03,0
3.410500e-01,1.061300e-01,-1.501100e-01,6.408200e-02,26,67,1.085700e+01,5.000000e-02,5.832500e+03,14382,0
3.819700e-01,3.896600e-01,-1.504100e-01,6.408200e-02,29,67,1.357000e+01,5.000000e-02,1134,1.330900e+03,0
4.272600e-01,6.840000e-01,-1.507200e-01,6.408200e-02,30,67,1.336300e+01,5.000000e-02,9.657000e+02,8.550500e+02,0
4.911100e-01,7.934800e-01,-1.508300e-01,6.408200e-02,31,67,1.265800e+01,5.000000e-02,9.817200e+02,7.799100e+02,0
5.413100e-01,8.481400e-01,-1.508900e-01,6.408200e-02,32,67,1.122400e+01,5.000000e-02,1.003600e+03,7.506900e+02,0
-8.498900e-01,8.215400e-01,-1.508600e-01,6.408200e-02,36,67,1.072000e+01,5.000000e-02,-1.413600e+02,7.398300e+02,0
-9.036400e-01,7.149000e-01,-1.507500e-01,6.408200e-02,37,67,1.097900e+01,5.000000e-02,-3.225100e+02,7.987200e+02,0
-9.691200e-01,4.595500e-01,-1.504800e-01,6.408200e-02,38,67,1.044700e+01,5.000000e-02,-1.036900e+03,1.062800e+03,0
0,0,-1.500000e-01,9.612300e-02,1,68,9.534100e+00,5.000000e-02,2167,-3.612800e+03,0
4.141700e-01,5.532200e-01,-1.505800e-01,9.612300e-02,24,68,9.920500e+00,5.000000e-02,1.024100e+03,9.929500e+02,0
4.256300e-01,5.136000e-01,-1.505400e-01,9.612300e-02,25,68,9.987800e+00,5.000000e-02,1.072300e+03,1.052200e+03,0
3.342300e-01,2.914400e-01,-1.503100e-01,9.612300e-02,26,68,1.057400e+01,5.000000e-02,1.193500e+03,1784,0
4.199000e-01,2.236000e-01,-1.502300e-01,9.612300e-02,28,68,1.350900e+01,5.000000e-02,1.854300e+03,2.524700e+03,0
4.660100e-01,5.664300e-01,-1.505900e-01,9.612300e-02,29,68,14,5.000000e-02,1.085100e+03,9.778400e+02,0
4.905600e-01,7.001300e-01,-1.507300e-01,9.612300e-02,30,68,1.399400e+01,5.000000e-02,1.025300e+03,8.437900e+02,0
5.238500e-01,7.712900e-01,-1.508100e-01,9.612300e-02,31,68,1.321600e+01,5.000000e-02,1.022100e+03,7.942300e+02,0
5.582300e-01,8.274700e-01,-1.508700e-01,9.612300e-02,32,68,1.166800e+01,5.000000e-02,1.027200e+03,7.619200e+02,0
6.482600e-01,9.494000e-01,-1.509900e-01,9.612300e-02,34,68,9.978300e+00,5.000000e-02,1.047600e+03,7.063400e+02,0
0,0,-1.500000e-01,1.281600e-01,1,69,9.581900e+00,5.000000e-02,2167,-3.612800e+03,0
4.752800e-01,6.174100e-01,-1.506500e-01,1.281600e-01,27,69,1.071600e+01,5.000000e-02,1.058600e+03,9.187600e+02,0
5.009300e-01,6.688100e-01,-1.507000e-01,1.281600e-01,28,69,1.258200e+01,5.000000e-02,1.054800e+03,8.701600e+02,0
5.194800e-01,6.988600e-01,-1.507300e-01,1.281600e-01,29,69,1.339800e+01,5.000000e-02,1.056700e+03,8.455900e+02,0
5.380400e-01,7.257700e-01,-1.507600e-01,1.281600e-01,30,69,1.338700e+01,5.000000e-02,1.060200e+03,8.255600e+02,0
5.565900e-01,7.551000e-01,-1.507900e-01,1.281600e-01,31,69,1.265700e+01,5.000000e-02,1.062100e+03,8.055100e+02,0
5.751400e-01,7.852900e-01,-1.508200e-01,1.281600e-01,32,69,1.118500e+01,5.000000e-02,1.063300e+03,7.866000e+02,0
2.695600e-01,3.695300e-01,-1.503900e-01,1.602100e-01,27,70,1.019400e+01,5.000000e-02,9.104800e+02,1386,0
6.114300e-01,7.120000e-01,-1.507500e-01,1.602100e-01,28,70,1.141100e+01,5.000000e-02,1.145200e+03,8.377900e+02,0
6.340800e-01,7.168200e-01,-1.507500e-01,1.602100e-01,29,70,1.158500e+01,5.000000e-02,1.165300e+03,8.347000e+02,0
5.301200e-01,6.471700e-01,-1.506800e-01,1.602100e-01,30,70,1.162600e+01,5.000000e-02,1.102900e+03,8.908400e+02,0
5.484000e-01,6.386600e-01,-1.506700e-01,1.602100e-01,31,70,1.134100e+01,5.000000e-02,1.130900e+03,8.996900e+02,0
5.836000e-01,6.222200e-01,-1.506500e-01,1.602100e-01,32,70,1.022900e+01,5.000000e-02,1.187700e+03,9.176100e+02,0
4.493600e-01,5.979700e-01,-1.506300e-01,1.922500e-01,28,71,1.099900e+01,5.000000e-02,1.039600e+03,9.390300e+02,0
4.889300e-01,6.703400e-01,-1.507000e-01,1.922500e-01,29,71,1.251300e+01,5.000000e-02,1.040500e+03,8.684500e+02,0
5.143000e-01,6.969600e-01,-1.507300e-01,1.922500e-01,30,71,1.276300e+01,5.000000e-02,1.052300e+03,8.469600e+02,0
5.402200e-01,7.145500e-01,-1.507500e-01,1.922500e-01,31,71,1.184600e+01,5.000000e-02,1.069100e+03,8.339600e+02,0
1.676300e+00,8.735900e-01,-1.509100e-01,-1.025300e+00,97,33,9.726700e+00,5.000000e-02,1.976900e+03,7.579900e+02,0
-1.204900e+00,6.554200e+00,-1.568600e-01,-1.025300e+00,193,33,1.036000e+01,5.000000e-02,5.594900e+02,4.073200e+02,0
-1.263800e+00,6.567900e+00,-1.568800e-01,-1.025300e+00,194,33,1.037500e+01,5.000000e-02,5.540900e+02,4.072100e+02,0
-1.100100e+00,6.561100e+00,-1.568700e-01,-9.932700e-01,193,34,1.041900e+01,5.000000e-02,5.697500e+02,4.073000e+02,0
-1.211100e+00,6.600000e+00,-1.569100e-01,-9.932700e-01,194,34,1.053100e+01,5.000000e-02,5.598200e+02,407,0
-1.100100e+00,6.598700e+00,-1.569100e-01,-9.612300e-01,193,35,1.036800e+01,5.000000e-02,5.704600e+02,4.070500e+02,0
-1.158500e+00,6.639100e+00,-1.569500e-01,-9.612300e-01,194,35,1.057600e+01,5.000000e-02,5.656400e+02,4.067500e+02,0
-1.100100e+00,6.614300e+00,-1.569300e-01,-9.291900e-01,193,36,1.025200e+01,5.000000e-02,5.707500e+02,4.069400e+02,0
-1.158500e+00,6.638200e+00,-1.569500e-01,-9.291900e-01,194,36,1.062100e+01,5.000000e-02,5.656200e+02,4.067600e+02,0
-1.323300e+00,6.634800e+00,-1.569500e-01,-9.291900e-01,195,36,1.011800e+01,5.000000e-02,5.498300e+02,4.067300e+02,0
-1.062400e+00,1.743200e+00,-1.518300e-01,-8.971500e-01,60,37,1.013400e+01,5.000000e-02,2.343100e+02,5.341600e+02,0
